MEAN_RR,MEDIAN_RR,SDRR,RMSSD,condition,FID
881,895,99.02121341,12.99286715,no stress,881-895-99.02121341-12.99286715
791,785,66.14621996,14.16156561,no stress,791-785-66.14621996-14.16156561
724,723,57.88131602,9.565587237,no stress,724-723-57.88131602-9.565587237
957,965,132.7137349,21.21471651,no stress,957-965-132.7137349-21.21471651
1046,1047,99.37588765,22.9443356,no stress,1046-1047-99.37588765-22.9443356
957,814,326.0887243,16.89425104,no stress,957-814-326.0887243-16.89425104
675,693,97.2683903,19.31080716,no stress,675-693-97.2683903-19.31080716
969,959,132.5008757,14.5482356,time pressure,969-959-132.5008757-14.5482356
865,868,66.6980584,16.61140201,no stress,865-868-66.6980584-16.61140201
790,795,82.56283736,11.6489396,no stress,790-795-82.56283736-11.6489396
729,731,37.22937755,10.12821585,no stress,729-731-37.22937755-10.12821585
794,794,50.38593886,11.91553196,no stress,794-794-50.38593886-11.91553196
722,748,122.8194632,15.80556741,no stress,722-748-122.8194632-15.80556741
857,859,62.27314996,14.00993292,no stress,857-859-62.27314996-14.00993292
796,800,67.07607099,13.15053935,no stress,796-800-67.07607099-13.15053935
736,738,60.83942429,10.26028672,no stress,736-738-60.83942429-10.26028672
918,936,116.8089587,17.79766217,no stress,918-936-116.8089587-17.79766217
981,1018,161.7608132,17.99358514,time pressure,981-1018-161.7608132-17.99358514
1035,969,316.8239102,17.90743443,no stress,1035-969-316.8239102-17.90743443
849,789,227.5815478,19.16872017,interruption,849-789-227.5815478-19.16872017
734,736,60.18198516,9.352358171,no stress,734-736-60.18198516-9.352358171
892,894,99.49225023,11.02330377,time pressure,892-894-99.49225023-11.02330377
763,760,84.77924718,23.51734984,interruption,763-760-84.77924718-23.51734984
889,885,140.5701381,16.77061284,no stress,889-885-140.5701381-16.77061284
846,843,62.86932942,13.76098797,interruption,846-843-62.86932942-13.76098797
724,717,77.65374398,21.42839854,interruption,724-717-77.65374398-21.42839854
756,765,86.62935328,14.13130753,no stress,756-765-86.62935328-14.13130753
760,755,89.60501582,25.06032405,interruption,760-755-89.60501582-25.06032405
751,756,71.71779193,9.924396255,no stress,751-756-71.71779193-9.924396255
892,894,73.43794565,13.68617457,time pressure,892-894-73.43794565-13.68617457
1160,1241,332.1406805,16.95255321,no stress,1160-1241-332.1406805-16.95255321
911,919,75.04378169,17.39743453,interruption,911-919-75.04378169-17.39743453
729,727,42.7955019,9.722030855,no stress,729-727-42.7955019-9.722030855
797,797,45.52798334,13.39187196,no stress,797-797-45.52798334-13.39187196
822,822,58.03245551,20.93611257,no stress,822-822-58.03245551-20.93611257
786,759,235.2336063,19.21570946,no stress,786-759-235.2336063-19.21570946
895,891,75.21449789,11.40420599,no stress,895-891-75.21449789-11.40420599
929,945,113.356311,18.08669827,interruption,929-945-113.356311-18.08669827
918,871,312.7155865,18.07177483,no stress,918-871-312.7155865-18.07177483
728,729,37.64845732,9.939561503,no stress,728-729-37.64845732-9.939561503
800,682,341.5555206,13.52121067,no stress,800-682-341.5555206-13.52121067
709,701,114.2716697,12.00098359,no stress,709-701-114.2716697-12.00098359
829,833,47.32212019,9.337825021,time pressure,829-833-47.32212019-9.337825021
788,794,72.71806919,13.67925902,no stress,788-794-72.71806919-13.67925902
580,534,142.4736575,19.78214188,no stress,580-534-142.4736575-19.78214188
930,924,68.61158812,12.25807694,no stress,930-924-68.61158812-12.25807694
781,792,47.17847022,7.397651902,no stress,781-792-47.17847022-7.397651902
783,784,71.25812434,13.80253321,no stress,783-784-71.25812434-13.80253321
722,720,63.06003518,9.254419803,no stress,722-720-63.06003518-9.254419803
1009,999,152.3005593,17.87580239,interruption,1009-999-152.3005593-17.87580239
795,820,129.6075504,18.37254551,no stress,795-820-129.6075504-18.37254551
877,889,103.0108057,14.92351048,time pressure,877-889-103.0108057-14.92351048
1031,1028,75.78103655,18.70980924,interruption,1031-1028-75.78103655-18.70980924
783,784,79.00975552,26.10480233,interruption,783-784-79.00975552-26.10480233
933,741,367.4155462,14.34531676,no stress,933-741-367.4155462-14.34531676
782,787,53.55166093,13.49838636,no stress,782-787-53.55166093-13.49838636
893,896,70.26803739,12.79945804,no stress,893-896-70.26803739-12.79945804
771,767,56.80845799,9.709634934,interruption,771-767-56.80845799-9.709634934
719,727,72.31233286,12.22100582,no stress,719-727-72.31233286-12.22100582
834,843,77.46566764,19.76446722,interruption,834-843-77.46566764-19.76446722
858,873,96.16301481,13.36305203,time pressure,858-873-96.16301481-13.36305203
613,594,71.30575413,8.709174553,no stress,613-594-71.30575413-8.709174553
1084,673,543.7435027,10.27266756,no stress,1084-673-543.7435027-10.27266756
708,715,65.60183463,17.36967269,no stress,708-715-65.60183463-17.36967269
855,852,68.36527995,14.97520536,no stress,855-852-68.36527995-14.97520536
1172,1180,295.0221296,15.05757813,interruption,1172-1180-295.0221296-15.05757813
798,778,154.8017001,13.87030062,no stress,798-778-154.8017001-13.87030062
1168,1169,279.5396214,15.76510022,time pressure,1168-1169-279.5396214-15.76510022
885,889,107.405533,17.75666802,time pressure,885-889-107.405533-17.75666802
960,961,65.11351113,12.1293455,time pressure,960-961-65.11351113-12.1293455
1109,1105,117.0507424,19.27042315,time pressure,1109-1105-117.0507424-19.27042315
773,768,93.42846298,26.4700619,interruption,773-768-93.42846298-26.4700619
782,791,44.89771733,7.35330941,no stress,782-791-44.89771733-7.35330941
950,904,139.0583564,17.40517404,no stress,950-904-139.0583564-17.40517404
966,967,58.59276279,12.28650513,no stress,966-967-58.59276279-12.28650513
945,936,121.2533268,14.51220227,no stress,945-936-121.2533268-14.51220227
890,898,81.28682341,12.87348818,no stress,890-898-81.28682341-12.87348818
780,781,43.59828947,10.93999498,no stress,780-781-43.59828947-10.93999498
856,857,50.44382276,14.09187232,no stress,856-857-50.44382276-14.09187232
1031,984,215.7552687,16.15571626,time pressure,1031-984-215.7552687-16.15571626
1169,1229,556.3650501,10.33488073,no stress,1169-1229-556.3650501-10.33488073
898,883,105.0209891,14.0340949,no stress,898-883-105.0209891-14.0340949
747,747,81.8063621,13.04806119,no stress,747-747-81.8063621-13.04806119
1041,1022,175.7473935,17.84446859,interruption,1041-1022-175.7473935-17.84446859
1176,1210,320.1487233,17.0750348,time pressure,1176-1210-320.1487233-17.0750348
812,809,56.74139268,13.2930611,interruption,812-809-56.74139268-13.2930611
1067,1137,360.4048242,13.79298921,interruption,1067-1137-360.4048242-13.79298921
734,713,125.3501725,12.26593866,no stress,734-713-125.3501725-12.26593866
773,723,160.6220007,13.50018002,no stress,773-723-160.6220007-13.50018002
981,991,87.67351353,19.0770526,time pressure,981-991-87.67351353-19.0770526
728,726,61.76893252,12.63268501,no stress,728-726-61.76893252-12.63268501
773,785,87.23291203,13.40499324,interruption,773-785-87.23291203-13.40499324
804,808,68.95224087,18.38275307,no stress,804-808-68.95224087-18.38275307
783,782,52.49023476,10.92667821,time pressure,783-782-52.49023476-10.92667821
867,870,92.09142877,21.18565938,interruption,867-870-92.09142877-21.18565938
731,727,43.10823097,9.690022813,no stress,731-727-43.10823097-9.690022813
837,834,61.77139129,14.39174221,interruption,837-834-61.77139129-14.39174221
925,936,147.7863504,14.80687413,no stress,925-936-147.7863504-14.80687413
766,766,51.24647258,10.11499061,interruption,766-766-51.24647258-10.11499061
826,829,116.4943597,15.08895015,time pressure,826-829-116.4943597-15.08895015
837,851,95.73950836,9.338579793,no stress,837-851-95.73950836-9.338579793
1193,1216,314.8858767,15.03790645,interruption,1193-1216-314.8858767-15.03790645
763,764,39.5795819,9.73590171,interruption,763-764-39.5795819-9.73590171
679,675,99.58380858,11.96647433,no stress,679-675-99.58380858-11.96647433
778,776,61.99043813,11.8290863,no stress,778-776-61.99043813-11.8290863
941,946,72.56045756,11.38949455,time pressure,941-946-72.56045756-11.38949455
898,846,325.8623249,19.25198415,no stress,898-846-325.8623249-19.25198415
850,853,71.75106899,16.01027708,interruption,850-853-71.75106899-16.01027708
760,759,60.05836471,10.07999442,interruption,760-759-60.05836471-10.07999442
786,786,47.0012227,12.73835691,no stress,786-786-47.0012227-12.73835691
880,884,92.42254349,14.2855135,time pressure,880-884-92.42254349-14.2855135
777,782,71.34450367,14.10660413,no stress,777-782-71.34450367-14.10660413
859,860,81.52807348,13.85422888,interruption,859-860-81.52807348-13.85422888
882,879,94.23082079,13.93618466,time pressure,882-879-94.23082079-13.93618466
706,703,68.21731753,10.02091473,no stress,706-703-68.21731753-10.02091473
840,843,110.4694413,14.77486189,interruption,840-843-110.4694413-14.77486189
659,637,102.3254937,9.426423382,no stress,659-637-102.3254937-9.426423382
997,1007,99.39328028,21.09784804,interruption,997-1007-99.39328028-21.09784804
921,931,96.69498631,19.4396215,no stress,921-931-96.69498631-19.4396215
920,924,112.2435053,15.79878256,time pressure,920-924-112.2435053-15.79878256
965,954,178.9084799,16.28949615,time pressure,965-954-178.9084799-16.28949615
723,713,73.63192256,22.36379985,no stress,723-713-73.63192256-22.36379985
780,779,48.75322078,10.99142936,no stress,780-779-48.75322078-10.99142936
1114,1111,117.6682505,18.99087166,time pressure,1114-1111-117.6682505-18.99087166
785,786,71.90449124,13.94181207,no stress,785-786-71.90449124-13.94181207
928,935,179.13942,17.09459476,time pressure,928-935-179.13942-17.09459476
772,773,51.8150582,10.28879567,interruption,772-773-51.8150582-10.28879567
873,862,50.92433058,8.843489068,interruption,873-862-50.92433058-8.843489068
922,887,121.5310467,15.87565221,no stress,922-887-121.5310467-15.87565221
944,840,366.4049185,13.27595613,no stress,944-840-366.4049185-13.27595613
866,852,99.70224094,12.31161334,no stress,866-852-99.70224094-12.31161334
712,703,80.17540197,19.6035532,interruption,712-703-80.17540197-19.6035532
810,764,293.8351771,16.58681663,no stress,810-764-293.8351771-16.58681663
796,799,75.06885353,16.20403466,no stress,796-799-75.06885353-16.20403466
884,822,239.7235813,19.20607631,time pressure,884-822-239.7235813-19.20607631
1127,1168,169.9108765,18.28262484,interruption,1127-1168-169.9108765-18.28262484
987,992,83.19822236,20.7039298,time pressure,987-992-83.19822236-20.7039298
793,789,66.35467103,13.64511952,no stress,793-789-66.35467103-13.64511952
903,908,95.70082812,22.0722402,interruption,903-908-95.70082812-22.0722402
1016,982,149.8455139,18.62436984,no stress,1016-982-149.8455139-18.62436984
842,842,64.17366421,13.48764931,time pressure,842-842-64.17366421-13.48764931
749,731,107.2950744,9.976823905,no stress,749-731-107.2950744-9.976823905
820,857,125.4216779,18.76288109,no stress,820-857-125.4216779-18.76288109
938,948,78.50409306,12.52361826,interruption,938-948-78.50409306-12.52361826
826,829,76.27670047,10.13826798,no stress,826-829-76.27670047-10.13826798
819,818,55.7414264,18.92155555,no stress,819-818-55.7414264-18.92155555
878,901,117.4193982,18.04823974,time pressure,878-901-117.4193982-18.04823974
747,728,103.6357664,13.13641642,time pressure,747-728-103.6357664-13.13641642
1202,1185,228.8925656,17.03712201,time pressure,1202-1185-228.8925656-17.03712201
853,854,56.62814566,14.53703358,no stress,853-854-56.62814566-14.53703358
713,720,100.2743076,9.467658711,no stress,713-720-100.2743076-9.467658711
666,661,47.0193245,9.224221127,no stress,666-661-47.0193245-9.224221127
872,858,90.8497108,12.68373951,no stress,872-858-90.8497108-12.68373951
801,756,178.3366038,15.32660786,interruption,801-756-178.3366038-15.32660786
811,835,128.4759927,12.63866603,no stress,811-835-128.4759927-12.63866603
774,771,44.28690188,10.97319751,no stress,774-771-44.28690188-10.97319751
1079,1081,144.7523275,23.10982334,interruption,1079-1081-144.7523275-23.10982334
797,797,45.52688356,13.4856127,no stress,797-797-45.52688356-13.4856127
988,1000,115.1733349,23.04057078,interruption,988-1000-115.1733349-23.04057078
824,834,105.7799188,15.51408507,no stress,824-834-105.7799188-15.51408507
772,776,43.3316593,9.808108746,interruption,772-776-43.3316593-9.808108746
678,660,81.97889875,18.37532041,no stress,678-660-81.97889875-18.37532041
730,722,73.80988856,9.867706419,no stress,730-722-73.80988856-9.867706419
751,760,64.69249889,9.797851223,no stress,751-760-64.69249889-9.797851223
753,748,75.98468189,24.17573676,interruption,753-748-75.98468189-24.17573676
728,726,43.72885727,9.644502958,no stress,728-726-43.72885727-9.644502958
995,1003,106.0654793,20.99924226,interruption,995-1003-106.0654793-20.99924226
772,784,98.99829951,13.73510954,no stress,772-784-98.99829951-13.73510954
771,768,45.35646379,11.00629201,no stress,771-768-45.35646379-11.00629201
954,955,60.78845058,11.98583686,no stress,954-955-60.78845058-11.98583686
676,677,170.9118971,18.6304877,interruption,676-677-170.9118971-18.6304877
731,587,243.1995718,10.83102464,no stress,731-587-243.1995718-10.83102464
954,953,65.79024499,11.65741798,time pressure,954-953-65.79024499-11.65741798
784,789,55.55122306,11.18891432,interruption,784-789-55.55122306-11.18891432
1153,1177,403.5885922,18.0739985,time pressure,1153-1177-403.5885922-18.0739985
740,598,242.0915862,11.27933383,no stress,740-598-242.0915862-11.27933383
718,708,145.4662389,20.30096113,time pressure,718-708-145.4662389-20.30096113
857,861,78.83404137,14.11861484,interruption,857-861-78.83404137-14.11861484
1204,1216,303.8200291,15.22256833,interruption,1204-1216-303.8200291-15.22256833
970,977,76.78926208,14.03416676,interruption,970-977-76.78926208-14.03416676
736,742,86.80563263,11.97772721,no stress,736-742-86.80563263-11.97772721
1061,1018,230.2951449,16.0237201,interruption,1061-1018-230.2951449-16.0237201
958,869,235.3485576,17.17445123,time pressure,958-869-235.3485576-17.17445123
748,746,56.06666408,9.922496887,interruption,748-746-56.06666408-9.922496887
817,827,58.81933051,14.57715494,interruption,817-827-58.81933051-14.57715494
851,855,56.25046975,14.19829912,time pressure,851-855-56.25046975-14.19829912
727,719,75.3524517,10.04087939,no stress,727-719-75.3524517-10.04087939
853,855,72.63839854,16.09425522,interruption,853-855-72.63839854-16.09425522
1023,1023,71.65682876,19.58694836,interruption,1023-1023-71.65682876-19.58694836
824,829,49.4174145,8.735062091,time pressure,824-829-49.4174145-8.735062091
779,769,153.5694544,18.05417664,no stress,779-769-153.5694544-18.05417664
909,935,107.4322875,11.17443363,no stress,909-935-107.4322875-11.17443363
759,730,149.400073,19.17895626,no stress,759-730-149.400073-19.17895626
1037,1034,116.5527754,21.04396817,interruption,1037-1034-116.5527754-21.04396817
642,657,142.9509206,14.76185812,no stress,642-657-142.9509206-14.76185812
832,842,78.90489606,19.58505999,interruption,832-842-78.90489606-19.58505999
895,897,85.01198717,12.97558,time pressure,895-897-85.01198717-12.97558
806,809,60.77218318,18.21623393,no stress,806-809-60.77218318-18.21623393
836,836,81.9671559,14.13914815,interruption,836-836-81.9671559-14.13914815
940,930,107.5601775,14.89464461,no stress,940-930-107.5601775-14.89464461
822,826,168.5476826,13.52367945,interruption,822-826-168.5476826-13.52367945
889,894,94.6914208,22.46752255,interruption,889-894-94.6914208-22.46752255
907,905,68.52630427,12.21015669,no stress,907-905-68.52630427-12.21015669
951,771,414.1457516,18.08955981,no stress,951-771-414.1457516-18.08955981
845,843,65.33936474,13.787333,time pressure,845-843-65.33936474-13.787333
654,664,139.2101516,14.82863711,no stress,654-664-139.2101516-14.82863711
1051,1086,348.3245863,15.37595687,no stress,1051-1086-348.3245863-15.37595687
638,671,116.6912804,16.58049739,no stress,638-671-116.6912804-16.58049739
795,803,93.64542825,17.89714248,no stress,795-803-93.64542825-17.89714248
977,987,102.760119,14.68862846,time pressure,977-987-102.760119-14.68862846
714,675,159.1290399,14.8915168,no stress,714-675-159.1290399-14.8915168
1015,1052,307.6592773,16.61554266,interruption,1015-1052-307.6592773-16.61554266
1007,1034,136.1461534,18.46863322,interruption,1007-1034-136.1461534-18.46863322
733,732,62.99136252,9.76125997,no stress,733-732-62.99136252-9.76125997
705,708,81.65652849,17.37540773,no stress,705-708-81.65652849-17.37540773
995,1004,104.5452132,21.29390171,interruption,995-1004-104.5452132-21.29390171
725,717,68.97665993,22.60275261,no stress,725-717-68.97665993-22.60275261
774,772,59.56540376,11.86766915,no stress,774-772-59.56540376-11.86766915
714,675,158.9605196,14.85801871,no stress,714-675-158.9605196-14.85801871
830,833,49.39606468,9.570410803,time pressure,830-833-49.39606468-9.570410803
792,793,49.28918433,13.55645547,no stress,792-793-49.28918433-13.55645547
724,730,66.5936424,9.379569119,no stress,724-730-66.5936424-9.379569119
850,853,68.80337758,13.21951308,time pressure,850-853-68.80337758-13.21951308
761,761,51.32327363,14.40711778,interruption,761-761-51.32327363-14.40711778
802,812,79.30832544,11.5061722,interruption,802-812-79.30832544-11.5061722
718,717,56.63222554,8.824924279,no stress,718-717-56.63222554-8.824924279
1147,1162,109.9762195,17.56681478,time pressure,1147-1162-109.9762195-17.56681478
778,797,99.80067436,12.89078135,no stress,778-797-99.80067436-12.89078135
933,957,118.5012943,19.69342335,time pressure,933-957-118.5012943-19.69342335
856,861,73.84752284,13.4393834,time pressure,856-861-73.84752284-13.4393834
751,725,205.939164,15.96314773,interruption,751-725-205.939164-15.96314773
997,998,202.819647,16.25993407,time pressure,997-998-202.819647-16.25993407
1021,957,219.8207619,16.42146527,time pressure,1021-957-219.8207619-16.42146527
860,862,61.54069401,14.18873038,no stress,860-862-61.54069401-14.18873038
759,761,56.00882096,9.417082755,interruption,759-761-56.00882096-9.417082755
1011,1010,133.5541531,20.14352022,no stress,1011-1010-133.5541531-20.14352022
927,939,84.07671981,12.8133289,interruption,927-939-84.07671981-12.8133289
710,726,84.04575028,9.361122522,no stress,710-726-84.04575028-9.361122522
1049,997,397.2707174,17.19868391,no stress,1049-997-397.2707174-17.19868391
815,815,51.79254877,18.01609976,no stress,815-815-51.79254877-18.01609976
730,728,61.42277111,12.85387182,no stress,730-728-61.42277111-12.85387182
812,820,61.20598937,14.31453215,interruption,812-820-61.20598937-14.31453215
1011,1013,98.62314268,21.08658015,no stress,1011-1013-98.62314268-21.08658015
750,750,54.63102205,9.702902334,interruption,750-750-54.63102205-9.702902334
771,775,44.00749932,9.213928138,interruption,771-775-44.00749932-9.213928138
854,857,59.71635326,13.34660609,no stress,854-857-59.71635326-13.34660609
842,849,53.34265537,8.647677341,no stress,842-849-53.34265537-8.647677341
738,718,106.1404203,13.65818394,time pressure,738-718-106.1404203-13.65818394
952,952,63.88397929,10.21944566,time pressure,952-952-63.88397929-10.21944566
1089,1123,264.1428584,14.47336378,time pressure,1089-1123-264.1428584-14.47336378
1031,1035,107.4957166,23.63468897,no stress,1031-1035-107.4957166-23.63468897
1019,985,257.8045017,22.49422544,time pressure,1019-985-257.8045017-22.49422544
762,766,58.58076278,12.64990747,no stress,762-766-58.58076278-12.64990747
887,888,66.22165052,10.38080597,no stress,887-888-66.22165052-10.38080597
579,533,142.5647232,18.37643304,no stress,579-533-142.5647232-18.37643304
875,871,65.899207,12.28951885,no stress,875-871-65.899207-12.28951885
754,753,56.42017095,9.807721116,interruption,754-753-56.42017095-9.807721116
1009,999,153.359103,17.68556886,interruption,1009-999-153.359103-17.68556886
1082,1099,114.8535488,12.38349164,time pressure,1082-1099-114.8535488-12.38349164
900,906,75.08888845,11.80353551,no stress,900-906-75.08888845-11.80353551
797,800,68.69975366,18.76367135,no stress,797-800-68.69975366-18.76367135
907,890,109.0699687,14.69757231,time pressure,907-890-109.0699687-14.69757231
859,862,68.94859169,16.67568653,no stress,859-862-68.94859169-16.67568653
1190,1119,293.3074131,17.05369696,time pressure,1190-1119-293.3074131-17.05369696
686,669,208.4497079,13.97580154,no stress,686-669-208.4497079-13.97580154
867,881,112.1968482,12.07217277,no stress,867-881-112.1968482-12.07217277
683,679,47.07071171,9.188477035,no stress,683-679-47.07071171-9.188477035
802,805,49.04411855,15.12915527,interruption,802-805-49.04411855-15.12915527
933,957,117.3949953,20.06595053,time pressure,933-957-117.3949953-20.06595053
692,678,109.5146457,11.56981911,no stress,692-678-109.5146457-11.56981911
730,751,127.5712649,14.15705199,no stress,730-751-127.5712649-14.15705199
992,1004,106.2777237,21.38319412,interruption,992-1004-106.2777237-21.38319412
832,833,60.96631754,18.42668859,time pressure,832-833-60.96631754-18.42668859
1107,1100,88.31957688,17.55444826,interruption,1107-1100-88.31957688-17.55444826
880,888,93.68769182,13.41648476,time pressure,880-888-93.68769182-13.41648476
923,772,340.6922338,14.82297825,no stress,923-772-340.6922338-14.82297825
734,755,84.64053394,15.40286798,no stress,734-755-84.64053394-15.40286798
1136,1145,119.8246613,18.48258817,time pressure,1136-1145-119.8246613-18.48258817
928,945,112.4522681,18.29211624,interruption,928-945-112.4522681-18.29211624
807,806,51.88982041,10.57007506,time pressure,807-806-51.88982041-10.57007506
782,787,53.17171026,13.49986037,no stress,782-787-53.17171026-13.49986037
616,644,111.3454375,17.19452612,no stress,616-644-111.3454375-17.19452612
829,839,95.26727387,17.10440978,interruption,829-839-95.26727387-17.10440978
886,890,77.76892085,16.66462447,no stress,886-890-77.76892085-16.66462447
1069,1082,125.4012002,20.53166228,interruption,1069-1082-125.4012002-20.53166228
870,856,96.82932859,12.46382946,no stress,870-856-96.82932859-12.46382946
898,883,105.1873057,14.02492542,no stress,898-883-105.1873057-14.02492542
958,966,132.9180648,21.3386729,no stress,958-966-132.9180648-21.3386729
899,909,92.29902433,12.41688515,no stress,899-909-92.29902433-12.41688515
743,747,85.67611968,13.01563888,no stress,743-747-85.67611968-13.01563888
718,714,49.94578908,9.224440184,no stress,718-714-49.94578908-9.224440184
944,931,121.7656652,14.63497419,no stress,944-931-121.7656652-14.63497419
1016,1038,126.0193663,19.05865434,interruption,1016-1038-126.0193663-19.05865434
727,721,75.46306721,23.09280365,no stress,727-721-75.46306721-23.09280365
739,737,46.44422987,10.84757161,no stress,739-737-46.44422987-10.84757161
783,786,79.62601553,25.72082609,interruption,783-786-79.62601553-25.72082609
661,663,86.02977042,14.06330004,no stress,661-663-86.02977042-14.06330004
1067,1030,400.9662358,17.43357164,no stress,1067-1030-400.9662358-17.43357164
895,892,56.64098569,9.68772902,interruption,895-892-56.64098569-9.68772902
819,825,51.33585869,8.528551643,time pressure,819-825-51.33585869-8.528551643
724,727,69.49971091,12.47566186,no stress,724-727-69.49971091-12.47566186
882,879,94.24777658,13.92520584,time pressure,882-879-94.24777658-13.92520584
883,879,54.49065971,8.989960891,interruption,883-879-54.49065971-8.989960891
831,827,114.3474925,14.31101889,interruption,831-827-114.3474925-14.31101889
1258,1331,297.1514852,14.40990837,no stress,1258-1331-297.1514852-14.40990837
722,719,51.60339521,9.601679935,no stress,722-719-51.60339521-9.601679935
954,912,142.8117951,18.33702665,no stress,954-912-142.8117951-18.33702665
784,784,50.89855919,11.70829875,no stress,784-784-50.89855919-11.70829875
778,790,91.85088868,13.53139989,interruption,778-790-91.85088868-13.53139989
724,724,57.90327878,9.561557131,no stress,724-724-57.90327878-9.561557131
816,809,99.60031644,8.611895743,no stress,816-809-99.60031644-8.611895743
726,725,59.24901928,9.635687761,no stress,726-725-59.24901928-9.635687761
936,915,121.5641253,16.18937673,no stress,936-915-121.5641253-16.18937673
729,731,35.76748278,10.05673861,no stress,729-731-35.76748278-10.05673861
720,719,36.61111992,9.603559333,no stress,720-719-36.61111992-9.603559333
682,725,149.7055987,16.16823737,no stress,682-725-149.7055987-16.16823737
723,722,57.25040808,9.645259596,no stress,723-722-57.25040808-9.645259596
818,818,55.79855083,20.59176997,no stress,818-818-55.79855083-20.59176997
849,855,65.78057289,12.70840171,no stress,849-855-65.78057289-12.70840171
767,770,54.78124079,12.76760803,no stress,767-770-54.78124079-12.76760803
976,977,62.64027062,12.91329469,no stress,976-977-62.64027062-12.91329469
812,818,81.0774666,10.62320111,no stress,812-818-81.0774666-10.62320111
813,818,82.04327219,15.31508933,no stress,813-818-82.04327219-15.31508933
889,898,109.198433,16.18646363,time pressure,889-898-109.198433-16.18646363
714,716,33.92830239,9.210279662,no stress,714-716-33.92830239-9.210279662
938,918,121.2287875,16.16600804,no stress,938-918-121.2287875-16.16600804
637,627,60.27346234,12.65894453,interruption,637-627-60.27346234-12.65894453
712,713,32.46966901,9.223584875,no stress,712-713-32.46966901-9.223584875
758,788,123.4628897,15.41954131,time pressure,758-788-123.4628897-15.41954131
912,882,115.1895842,15.66716996,no stress,912-882-115.1895842-15.66716996
742,749,88.17427119,9.982622364,interruption,742-749-88.17427119-9.982622364
1016,1023,95.06243792,22.26869567,no stress,1016-1023-95.06243792-22.26869567
737,725,119.8135811,13.95031975,no stress,737-725-119.8135811-13.95031975
707,721,82.59591983,9.18854114,no stress,707-721-82.59591983-9.18854114
985,1022,160.2396772,18.2825345,time pressure,985-1022-160.2396772-18.2825345
996,1005,104.6766546,21.01542383,interruption,996-1005-104.6766546-21.01542383
729,731,39.53012705,10.07292815,no stress,729-731-39.53012705-10.07292815
840,838,64.67787024,13.72553205,interruption,840-838-64.67787024-13.72553205
903,904,77.42774279,13.13974465,no stress,903-904-77.42774279-13.13974465
759,763,54.2040996,9.572670421,interruption,759-763-54.2040996-9.572670421
1057,1081,137.492601,14.90123589,time pressure,1057-1081-137.492601-14.90123589
962,866,377.5073327,17.18446292,interruption,962-866-377.5073327-17.18446292
777,733,158.8816241,14.10492822,no stress,777-733-158.8816241-14.10492822
789,787,50.14789487,11.95681685,no stress,789-787-50.14789487-11.95681685
792,791,51.09202068,12.08304722,no stress,792-791-51.09202068-12.08304722
625,537,195.7487638,16.99161457,interruption,625-537-195.7487638-16.99161457
641,650,89.17600281,14.17566258,no stress,641-650-89.17600281-14.17566258
788,794,72.76141178,13.77198602,no stress,788-794-72.76141178-13.77198602
751,742,86.18477975,9.478089385,no stress,751-742-86.18477975-9.478089385
772,768,91.43252448,26.44404744,interruption,772-768-91.43252448-26.44404744
1120,1037,291.5817021,16.07234038,interruption,1120-1037-291.5817021-16.07234038
789,794,72.65710334,13.73207841,no stress,789-794-72.65710334-13.73207841
832,832,58.57539328,14.55193207,interruption,832-832-58.57539328-14.55193207
731,718,177.7443251,20.50047916,no stress,731-718-177.7443251-20.50047916
765,765,44.03056009,8.91328137,interruption,765-765-44.03056009-8.91328137
862,866,58.22016271,11.94203678,time pressure,862-866-58.22016271-11.94203678
728,735,118.18919,12.42145409,no stress,728-735-118.18919-12.42145409
1048,1044,82.43581903,19.55681144,interruption,1048-1044-82.43581903-19.55681144
1003,1010,98.98241986,22.64673537,interruption,1003-1010-98.98241986-22.64673537
876,879,83.13049598,13.8335057,no stress,876-879-83.13049598-13.8335057
942,938,72.66312292,20.91831141,interruption,942-938-72.66312292-20.91831141
809,814,65.41236024,19.30108473,no stress,809-814-65.41236024-19.30108473
1135,1162,397.5086857,18.07397633,time pressure,1135-1162-397.5086857-18.07397633
923,811,332.1538809,19.503751,interruption,923-811-332.1538809-19.503751
737,741,58.88729147,9.232035273,no stress,737-741-58.88729147-9.232035273
916,915,87.25374222,21.08157303,interruption,916-915-87.25374222-21.08157303
809,813,65.32982651,19.35852396,no stress,809-813-65.32982651-19.35852396
736,726,104.7074899,13.55316685,no stress,736-726-104.7074899-13.55316685
1125,1166,296.456723,18.80374676,time pressure,1125-1166-296.456723-18.80374676
812,701,299.0539799,16.16432984,no stress,812-701-299.0539799-16.16432984
873,889,104.5417612,13.55427667,time pressure,873-889-104.5417612-13.55427667
1033,1037,99.06930788,20.49401984,interruption,1033-1037-99.06930788-20.49401984
699,694,66.32106946,20.39152701,no stress,699-694-66.32106946-20.39152701
623,646,134.3673782,16.65843825,no stress,623-646-134.3673782-16.65843825
828,854,110.9045347,17.27088535,no stress,828-854-110.9045347-17.27088535
1002,1005,90.26719405,21.40758783,no stress,1002-1005-90.26719405-21.40758783
898,898,55.64784338,10.18513733,interruption,898-898-55.64784338-10.18513733
811,814,67.89169395,19.11781426,no stress,811-814-67.89169395-19.11781426
866,869,57.78805378,13.7515621,time pressure,866-869-57.78805378-13.7515621
813,827,130.2763024,13.75816281,no stress,813-827-130.2763024-13.75816281
